"DF_TI_TRADER_STATUS",170001,5
"DF_TI_MEMBER_STATUS",170002,5
"DF_TRADER_DISCONNECTION",170003,5
"DF_TI_TRADER",170006,5
"DF_TI_TRADER_GROUP_SUSPENSION",170009,5
"DF_TI_CONNECTION_INFO",170013,5
"DF_TI_EXCHANGE_RATE",170014,5
"DF_BV_RFCQ_INSTRUMENT_CLASS_ENABLE",170015,5
"DF_BV_RFCQ_TRADING_RELATION",170016,5
"DF_BV_RFCQ_TRADING_RELATION_EXCEPTION",170017,5
"DF_TI_TRADING_CAPS",170018,5
"DF_BV_RFCQ_TRADING_RELATION_TRADER_EXCEPTION",170022,5
"DF_BV_RFCQ_TYPE_EXCEPTION",170025,5
"DF_BV_IOI",170026,5
"IGN_INT_DF_BV_TRADE",150356,5
"IGN_INT_BV_RFCQ_BUY_SIDE_SUMMARY",150363,4
